"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Lapilli G.; Kirk D.; Gutierrez H.; Schallhorn P.; Marsell B.; Roth J.; Moder J.","Lapilli, Gabriel (37097265100); Kirk, Daniel (35786264300); Gutierrez, Hector (57204337172); Schallhorn, Paul (6506695205); Marsell, Brandon (36548813900); Roth, Jacob (56664593100); Moder, Jeffrey (6602679668)","37097265100; 35786264300; 57204337172; 6506695205; 36548813900; 56664593100; 6602679668","Results of microgravity fluid dynamics captured with the spheres-slosh experiment","2015","Proceedings of the International Astronautical Congress, IAC","1","","","658","664","6","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991449450&partnerID=40&md5=a220044203ca835835132cc39794f98e","","Earth (planet); Flow of fluids; Fluid dynamics; Forecasting; Liquid propellants; Microgravity; Microgravity processing; Orbits; Reconfigurable hardware; Space stations; Spacecraft; Spacecraft propulsion; Spheres; Stereo image processing; Tanks (containers); Tracking (position); Units of measurement; Fluid flow equations; High resolution camera; Inertial measurement unit; International Space stations; Japanese experimental modules; Microgravity environments; Spacecraft maneuvers; Spacecraft missions; Computational fluid dynamics","Conference paper","Final","","Scopus","2-s2.0-84991449450"
"Sim J.; Shyy W.","Sim, Jaeheon (57188851704); Shyy, Wei (7101685321)","57188851704; 7101685321","3-D adaptive Eulerian-Lagrangian method for gravity- and capillarity-induced flows","2009","47th AIAA Aerospace Sciences Meeting including the New Horizons Forum and Aerospace Exposition","","","2009-1150","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78549244135&partnerID=40&md5=3a8f6b4b39d20f48050c1a4b20860726","","Aerospace engineering; Cryogenics; Fluids; Fuel tanks; Lagrange multipliers; Liquid sloshing; Multiphase flow; Surface waves; Three dimensional; Topology; Break-up; Complex solids; Complex surface; Computational modeling; Cryogenic propellant; Diffusive mechanisms; Eulerian; Eulerian-Lagrangian method; Fluid interface; Ghost cell method; Gravitational accelerations; Interfacial dynamics; Lagrangian; Liquid gas interface; Liquid motion; Multiphase fluids; Sharp interface methods; Solid boundaries; Substantial variations; Surface mesh; Test case; Topological changes; Phase interfaces","Conference paper","Final","","Scopus","2-s2.0-78549244135"
"Savino R.; Di Paola R.; Cecere A.; Abe Y.; Tanaka K.; Nakagawa M.; Saito M.","Savino, Raffaele (7005886959); Di Paola, Roberto (26029768500); Cecere, Anselmo (8848931900); Abe, Yoshiyuki (24350771400); Tanaka, Kotaro (7406927740); Nakagawa, Masayuki (36724942800); Saito, Masanori (55691294700)","7005886959; 26029768500; 8848931900; 24350771400; 7406927740; 36724942800; 55691294700","Heat pipes with self-rewetting fluids for space applications","2008","SAE Technical Papers","","","","","","","2","10.4271/2008-01-1954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072458785&doi=10.4271%2f2008-01-1954&partnerID=40&md5=cdf75bdc9a0f602d1f281a3ec2419d63","","Heat transfer; Liquid sloshing; Space applications; Alcoholic solutions; Electronic device; Italian Space Agency; Low-gravity condition; Normal gravities; Self-rewetting fluids; Thermal Performance; Water heat pipes; Heat pipes","Conference paper","Final","","Scopus","2-s2.0-85072458785"
"Chitu C.; Stefanescu R.; Muresan T.; Galipienzo J.; Ortega C.; Barciriski T.; Getka M.; Seweryn K.; Visentin G.","Chitu, Cristian (57203090975); Stefanescu, Raluca (56288816700); Muresan, Tudor (6505937666); Galipienzo, Julio (58728549600); Ortega, Cristina (57191530307); Barciriski, Tomasz (15622805600); Getka, Michal (57191526603); Seweryn, KaroK (8601094600); Visentin, Gianfranco (20434973100)","57203090975; 56288816700; 6505937666; 58728549600; 57191530307; 15622805600; 57191526603; 8601094600; 20434973100","Design and development of an active landing gear system for low-gravity environments","2015","Proceedings of the International Astronautical Congress, IAC","2","","","1497","1506","9","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991358731&partnerID=40&md5=1593fd5c136b4e240a1ad6c1d1bd1baf","","Actuators; Bearings (machine parts); Degrees of freedom (mechanics); Gears; Interplanetary flight; Interplanetary spacecraft; Landing; Landing gear (aircraft); Linear actuators; Liquid sloshing; MATLAB; Reconfigurable hardware; Space flight; Space research; Design and Development; Electromagnetic actuators; Environmental interactions; Impedance control methods; Low gravity environment; Planetary-exploration missions; Preliminary design phase; Space exploration mission; Robotics","Conference paper","Final","","Scopus","2-s2.0-84991358731"
"Pont G.; Zappoli B.; Brutin D.; Carle F.; Bruno D.; Bcrnabe L.","Pont, G. (56256164700); Zappoli, B. (7003821357); Brutin, D. (6603453552); Carle, F. (55530705900); Bruno, D. (57196579204); Bcrnabe, L. (55846328600)","56256164700; 7003821357; 6603453552; 55530705900; 57196579204; 55846328600","Steps towards the development of a payload dedicated to the study of the evaporation of a sessile droplet","2012","Proceedings of the International Astronautical Congress, IAC","2","","","819","826","7","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883544188&partnerID=40&md5=958375c4767ceef998f6a88fcbb2586c","","Contact angle; Evaporation; Experiments; Heat flux; Heat transfer; Liquids; Mass transfer; Space flight; Droplet evaporation; Heat and mass transfer; Interface instability; Phase change heat transfer; Physical parameters; Space cooperation; Surface materials; Traditional techniques; Drops","Conference paper","Final","","Scopus","2-s2.0-84883544188"
"Seo M.; Jeong S.; Jung Y.; Ku D.; Ji D.","Seo, Mansu (35739172300); Jeong, Sangkwon (7402425185); Jung, Young-suk (12782232600); Ku, Donghun (57210104939); Ji, Dongjin (55314817800)","35739172300; 7402425185; 12782232600; 57210104939; 55314817800","Experimental research of pressure-volume-temperature mass gauging method using instantaneous analysis under cryogenic homogeneous condition","2012","Journal of the Korea Institute of Applied Superconductivity and Cryogenics","14","1","","38","43","5","3","10.9714/psac.2012.14.1.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863894682&doi=10.9714%2fpsac.2012.14.1.038&partnerID=40&md5=4650282fb218d5eaaff357dd60eafea9","Low gravity; Mass gauging; Microgravity; PVT mass gauging","Cryogenics; Helium; Liquid sloshing; Mass transfer; Microgravity; Experimental apparatus; Homogeneous conditions; Low gravity; Low gravity environment; Mass gauging; Pressure and temperature; Pressure-volume-temperatures; PVT mass gauging; Gravitation","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84863894682"
"Or D.; Tuller M.; Jones S.B.","Or, Dani (57204340741); Tuller, Markus (6603470115); Jones, Scott B. (35481160400)","57204340741; 6603470115; 35481160400","Liquid-Gas Interfacial Configurations in Angular Pores Under Microgravity","2004","Engineering Construction and Operations in Challenging Environments Earth and Space 2004: Proceedings of the Ninth Biennial ASCE Aerospace Division International Conference","","","","346","353","7","1","10.1061/40722(153)49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942439069&doi=10.1061%2f40722%28153%2949&partnerID=40&md5=7b86f1ae2327e21824856f3d068272f0","","Adsorption; Contact angle; Contacts (fluid mechanics); Fluid dynamics; Gibbs free energy; Gravitation; Growth kinetics; Laplace transforms; Plants (botany); Porous materials; Space research; Transport properties; Augmented Young-Laplace equation; Bond number; Gravitational capillary forces; Plant growth; Microgravity processing","Conference paper","Final","","Scopus","2-s2.0-1942439069"
"Ahadi A.; Saghir Z.","Ahadi, Amirhossein (55580009200); Saghir, Ziad (7004388534)","55580009200; 7004388534","Soret and diffusion coefficients measurement of ternary mixtures of dodecane, isobutylbenzene and 1,2,3,4-tetrahydronaphthalene on-board international space station","2014","Proceedings of the International Astronautical Congress, IAC","1","","","745","752","7","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938088836&partnerID=40&md5=05c0009821a94995dae1f32a2cece6f0","","Benzene; Binary mixtures; Hydrocarbons; Liquid sloshing; Space stations; Thermal diffusion in liquids; Hydrocarbon mixture; Hydrocarbon reservoir; International Space stations; Low gravity environment; Machzehnder interferometers (MZI); Soret and diffusion coefficients; Ternary hydrocarbon mixtures; Thermodiffusion coefficients; Mixtures","Conference paper","Final","","Scopus","2-s2.0-84938088836"
"Berthier J.; Gosselin D.; Delapierre G.","Berthier, J. (7006500311); Gosselin, D. (56382186200); Delapierre, G. (57213682268)","7006500311; 56382186200; 57213682268","On the dynamic contact angle in spontaneous capillary flow","2015","NSTI: Advanced Materials - TechConnect Briefs 2015","3","","","218","221","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983392643&partnerID=40&md5=7330218ac096ca6a7c4f19ce10ba3367","Capillaries; Capillary velocity; Dynamic and static contact angles; Spontaneous capillary flow (SCF)","Capillary flow; Contact angle; Rolling resistance; Capillaries; Capillary velocity; Different shapes; Dynamic contact angle; Micro fluidic system; Microgravity conditions; Spontaneous capillary flow (SCF); Static contact angle; Capillarity","Conference paper","Final","","Scopus","2-s2.0-84983392643"
"Thangavelu M.; Chao A.","Thangavelu, M. (7004701626); Chao, A. (57191985896)","7004701626; 57191985896","Pocketpad™: Concept for an expendable safe lander touchdown accessory","2016","AIAA Space and Astronautics Forum and Exposition, SPACE 2016","","","","","","11","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995677896&partnerID=40&md5=3ccdfd2342a4b1b290df77437a8c8fbd","","Dust; Liquid sloshing; Magnetic disk storage; Manned space flight; Exhaust plumes; Extra-terrestrial surfaces; Landing pads; Landing zones; Light weight; Low gravity; Low pressure environment; One-time; Landing","Conference paper","Final","","Scopus","2-s2.0-84995677896"
"Savino R.; Di Paola R.; Cecere A.; Fortezza R.","Savino, Raffaele (7005886959); Di Paola, Roberto (26029768500); Cecere, Anselmo (8848931900); Fortezza, Raimondo (6602812155)","7005886959; 26029768500; 8848931900; 6602812155","Self-rewetting heat transfer fluids and nano-brines for space heat pipes","2009","60th International Astronautical Congress 2009, IAC 2009","1","","","638","646","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953638297&partnerID=40&md5=daee3ba1698fca5baa7c44a2d3f78ecc","","Binary mixtures; Carbon fiber reinforced plastics; Contact angle; Experiments; Fluids; Heat pipes; Heat transfer; Manned space flight; Nanofluidics; Space shuttles; Surface chemistry; Surface properties; Surface tension; Thermal conductivity; Wetting; Alcohol solutions; Figures of merits; Flight experiments; Fluid mixtures; Freezing point; Heat transfer fluids; Heptanol; Micro satellite; Microgravity experiments; Multicomponents; Nanofluids; Non-linear; Re-wetting; Self-rewetting fluids; Small concentration; Space shuttle missions; Thermal conductivity of liquids","Conference paper","Final","","Scopus","2-s2.0-77953638297"
"Bergeon N.; Ramirez A.; Chen L.; Billia B.; Gu J.; Trivedi R.","Bergeon, Nathalie (6603811702); Ramirez, Anthony (23969421800); Chen, Liang (57192609531); Billia, Bernard (11042755200); Gu, Jiho (35388273400); Trivedi, Rohit (7103330067)","6603811702; 23969421800; 57192609531; 11042755200; 35388273400; 7103330067","Dynamics of interface pattern formation in 3D alloy solidification: First results from experiments in the DECLIC directional solidification insert on the International Space Station","2011","Journal of Materials Science","46","19","","6191","6202","11","31","10.1007/s10853-011-5382-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051544101&doi=10.1007%2fs10853-011-5382-2&partnerID=40&md5=94ada473daff9ed56a649c9e06ac3af7","","Dynamics; Liquid sloshing; Microstructural evolution; NASA; Pattern matching; Solidification; Space stations; Alloy solidification; Directional solidification inserts; Dynamics of interfaces; International Space stations; Low-gravity condition; Microstructure selections; Solid-liquid interfaces; Solidified materials; Phase interfaces","Conference paper","Final","","Scopus","2-s2.0-80051544101"
"Jurns J.M.; Hartwig J.W.","Jurns, J.M. (12645214300); Hartwig, J.W. (55595679900)","12645214300; 55595679900","Liquid oxygen liquid acquisition device bubble point tests with high pressure lox at elevated temperatures","2012","Cryogenics","52","4-6","","283","289","6","19","10.1016/j.cryogenics.2012.01.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861341889&doi=10.1016%2fj.cryogenics.2012.01.022&partnerID=40&md5=378df6dd28c7d7253e0ac17571806093","Cryogenic fluid management; Liquid oxygen","Bottom hole pressure; Cryogenics; Helium; Liquefied gases; Liquid sloshing; NASA; Propellants; Software testing; Surface tension; Acquisition device; Bubble point pressure; Bubble points; Cryogenic fluids; Development programs; Earth's gravity fields; Elevated pressure; Elevated temperature; First order effect; Fluid conditions; High pressure; Liquid oxygen; Liquid surface tension; Liquid temperature; Low gravity; Maximum pressure; Maximum temperature; Propellant management devices; Propellant systems; Propellant tank; Single-phase flow; Single-phase fluid; Single-phase liquids; Test data; Fluids","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84861341889"
"Baeten A.; Joerdening A.","Baeten, A. (16645079800); Joerdening, A. (36698056500)","16645079800; 36698056500","Spacecraft thruster efficiency optimization with respect to coupled solid-liquid dynamics","2010","48th AIAA Aerospace Sciences Meeting Including the New Horizons Forum and Aerospace Exposition","","","2010-1446","","","","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649869155&partnerID=40&md5=fea1132f6b0f2a1d62e3b142b0ace5bc","","Aerospace engineering; Dynamics; Electronic guidance systems; Fuel sloshing; Fuel tanks; Fuels; Gravitation; Liquids; Manned space flight; Microgravity processing; Navigation; Numerical methods; Optimization; Residual fuels; Steel metallurgy; Three dimensional computer graphics; Walls (structural partitions); Analysis of liquids; Centre of gravity; Cylindrical tanks; Fuel impact; Fuel resources; Impact force; Limited capacity; Limiting factors; Liquid dynamics; Manned spacecraft; Mass properties; Numerical simulation; Particle clusters; Physical characteristics; Sloshing effects; Solid-liquid; Spacecraft design; Spacecraft mass; Spacecraft thrusters; Tank structure; Tank walls; Test case; Thruster control; Thruster efficiency; Thruster system; Time-accurate; Spacecraft","Conference paper","Final","","Scopus","2-s2.0-78649869155"
"Bartashevich M.V.; Kuznetsov V.V.; Kabov O.A.","Bartashevich, M.V. (26664395800); Kuznetsov, V.V. (57129738100); Kabov, O.A. (7003562219)","26664395800; 57129738100; 7003562219","Mathematical modeling of rivulet flow driven by variable gravity and gas flow in a minichannel","2008","Proceedings of the 6th International Conference on Nanochannels, Microchannels, and Minichannels, ICNMM2008","","PART A","","307","312","5","8","10.1115/ICNMM2008-62135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952644596&doi=10.1115%2fICNMM2008-62135&partnerID=40&md5=c292b6aac18c3c8f315de00026facd1d","","Aerodynamics; Contact angle; Liquid films; Mathematical models; Microchannels; Numerical analysis; Stream flow; Surface tension; Analytical formulas; Enhancement of heat transfer; European Space Agency; Experimental data; Flow dynamics; Flow parameters; Force balances; Gas flows; Gravity forces; Liquid flow; Liquid flow rates; Mathematical modeling; Mini channels; Nitrogen gas; Numerical calculation; Numerical results; Parabolic flight; Process equipments; Rivulet flow; Surface tension effects; Thin film flow; Two plates; Flow of gases","Conference paper","Final","","Scopus","2-s2.0-77952644596"
